Project,Class,Comment,comment length,summary,Expand,rational,deprecation,usage,exception,todo,Incomplete,Commented code,directive,formatter,License,Ownership,Pointer,Auto generated,Noise,Warning,Recommendation,Precondition,Coding Guidelines,Extension,Subclass explnation,Observation,Exapnd,Warnings
Apache Hadoop,NNThroughputBenchmark.java,          // try {Thread.sleep(500);} catch (InterruptedException e) {},1,          // try {Thread.sleep(500);} catch (InterruptedException e) {},,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"          // System.out.println(d.toString() + "": ops Exec = "" + d.localNumOpsExecuted);",1,,,,,,,,,"          // System.out.println(d.toString() + "": ops Exec = "" + d.localNumOpsExecuted);",,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @param args arguments,1,,,,,     * @param args arguments,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @param opsPerThread number of inputs for each thread.,1,,,,,     * @param opsPerThread number of inputs for each thread.,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @param daemonId id of the daemon calling this method,1,,,,,     * @param daemonId id of the daemon calling this method,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @param daemonId id of the daemon calling this method.,1,,,,,     * @param daemonId id of the daemon calling this method.,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @param inputIdx serial index of the operation called by the deamon.,1,,,,,     * @param inputIdx serial index of the operation called by the deamon.,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @param arg1 operation specific argument.,1,,,,,     * @param arg1 operation specific argument.,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @return time of the individual name-node call.,1,,,,,     * @return time of the individual name-node call.,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @throws IOException,1,,,,,,     * @throws IOException,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @throws IOException,1,,,,,,     * @throws IOException,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @throws IOException,1,,,,,,     * @throws IOException,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * @return the argument,1,,,,,     * @return the argument,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"@link #executeOp(int, int, String)",1,,,,,,,,,,,,,,"@link #executeOp(int, int, String)",,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"     * Parse first 2 arguments, corresponding to the ""-op"" option.",1,"     * Parse first 2 arguments, corresponding to the ""-op"" option.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,@param args argument list,1,,,,,@param args argument list,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java," @return true if operation is all, which means that options not related
     * to this operation should be ignored, or false otherwise, meaning
     * that usage should be printed when an unrelated option is encountered.",3,,,,," @return true if operation is all, which means that options not related
     * to this operation should be ignored, or false otherwise, meaning
     * that usage should be printed when an unrelated option is encountered.",,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,      // process common options,1,      // process common options,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,   * One of the threads that perform stats operations.,1,   * One of the threads that perform stats operations.,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// argument passed to executeOp(),1,// argument passed to executeOp(),,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * Schedule to stop this daemon.,1,     * Schedule to stop this daemon.,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,   * Clean all benchmark result directories.,1,   * Clean all benchmark result directories.,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,    // Operation types,1,    // Operation types,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,      // do nothing,1,      // do nothing,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * Does not require the argument,1,     * Does not require the argument,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * Remove entire benchmark directory.,1,     * Remove entire benchmark directory.,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"File creation statistics.
   * 
   * Each thread creates the same (+ or -1) number of files.
   * File names are pre-generated during initialization.
   * The created files do not have blocks.",5,"File creation statistics.
   * 
   * Each thread creates the same (+ or -1) number of files.
   * File names are pre-generated during initialization.
   * The created files do not have blocks.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,    // Operation types,1,    // Operation types,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// parse command line,1,// parse command line,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * returns client name,1,     * returns client name,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * Do file create.,1,     * Do file create.,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// dummyActionNoSynch(fileIdx);,1,,,,,,,,,// dummyActionNoSynch(fileIdx);,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"Directory creation statistics.
   *
   * Each thread creates the same (+ or -1) number of directories.
   * Directory names are pre-generated during initialization.",4,"Directory creation statistics.
   *
   * Each thread creates the same (+ or -1) number of directories.
   * Directory names are pre-generated during initialization.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,    // Operation types,1,    // Operation types,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// parse command line,1,// parse command line,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * returns client name,1,     * returns client name,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * Do mkdirs operation.,1,     * Do mkdirs operation.,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"Open file statistics.
   * 
   * Measure how many open calls (getBlockLocations()) 
   * the name-node can handle per second.",4,"Open file statistics.
   * 
   * Measure how many open calls (getBlockLocations()) 
   * the name-node can handle per second.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,Operation,1,Operation,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"// do not generate files, use existing ones",1,"// do not generate files, use existing ones",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,      // create files using opsPerThread,1,      // create files using opsPerThread,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// create files if they were not created before,1,// create files if they were not created before,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// use the same files for open,1,// use the same files for open,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * Do file open.,1,     * Do file open.,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"Delete file statistics.
   * 
   * Measure how many delete calls the name-node can handle per second.",3,"Delete file statistics.
   * 
   * Measure how many delete calls the name-node can handle per second.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,Operation types,1,Operation types,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"List file status statistics.
   * 
   * Measure how many get-file-status calls the name-node can handle per second.",3,"List file status statistics.
   * 
   * Measure how many get-file-status calls the name-node can handle per second.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java, Operation types,1, Operation types,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"Rename file statistics.
   * 
   * Measure how many rename calls the name-node can handle per second.",3,"Rename file statistics.
   * 
   * Measure how many rename calls the name-node can handle per second.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,Operation types,1,Operation types,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,Minimal data-node simulator.,1,Minimal data-node simulator.,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,//only one storage,1,//only one storage,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// actual number of blocks,1,// actual number of blocks,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// get versions from the namenode,1,// get versions from the namenode,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,      // register datanode,1,      // register datanode,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,      //first block reports,1,      //first block reports,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"Send a heartbeat to the name-node.
     * Ignore reply commands.",2,"Send a heartbeat to the name-node.
     * Ignore reply commands.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,      // register datanode,1,      // register datanode,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java, TODO:FEDERATION currently a single block pool is supported,1,,,,,,, TODO:FEDERATION currently a single block pool is supported,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,      // fill remaining slots with blocks that do not exist,1,      // fill remaining slots with blocks that do not exist,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,     * Send a heartbeat to the name-node and replicate blocks if requested.,1,     * Send a heartbeat to the name-node and replicate blocks if requested.,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// keep it for future blockReceived benchmark,1,// keep it for future blockReceived benchmark,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,      // register datanode,1,      // register datanode,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// Send a copy of a block to another datanode,1,// Send a copy of a block to another datanode,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"Transfer blocks to another data-node.
     * Just report on behalf of the other data-node
     * that the blocks have been received.",3,"Transfer blocks to another data-node.
     * Just report on behalf of the other data-node
     * that the blocks have been received.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"Block report statistics.
   * 
   * Each thread here represents its own data-node.
   * Data-nodes send the same block report each time.
   * The block report may contain missing or non-existing blocks.",5,"Block report statistics.
   * 
   * Each thread here represents its own data-node.
   * Data-nodes send the same block report each time.
   * The block report may contain missing or non-existing blocks.",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// array of data-nodes sorted by name,1,// array of data-nodes sorted by name,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,"      // set heartbeat interval to 3 min, so that expiration were 40 min",1,"      // set heartbeat interval to 3 min, so that expiration were 40 min",,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,      // adjust replication to the number of data-nodes,1,      // adjust replication to the number of data-nodes,,,,,,,,,,,,,,,,,,,,,,,,
Apache Hadoop,NNThroughputBenchmark.java,// parse command line,1,// parse command line,,,,,,,,,,,,,,,,,,,,,,,,
